"año";"NCODI";"due_cTotal";"matronas_cTotal";"oDueEspeciali_cTotal";"fisioterapeutas_cTotal";"terapeutas_cTotal";"logopedas_cTotal";"oSaniMedio_cTotal";"gMedioSani_cTotal";"gSuperiorSani_cTotal";"tecSani_cTotal";"restSani_cTotal2";"due_cMujeres";"matronas_cMujeres";"oDueEspeciali_cMujeres";"fisioterapeutas_cMujeres";"terapeutas_cMujeres";"logopedas_cMujeres";"oSaniMedio_cMujeres";"gMedioSani_cMujeres";"gSuperiorSani_cMujeres";"tecSani_cMujeres";"restSani_cMujeres2";"due_pTotal";"matronas_pTotal";"oDueEspeciali_pTotal";"fisioterapeutas_pTotal";"terapeutas_pTotal";"logopedas_pTotal";"oSaniMedio_pTotal";"gMedioSani_pTotal";"gSuperiorSani_pTotal";"tecSani_pTotal";"restSani_pTotal2";"due_pMujeres";"matronas_pMujeres";"oDueEspeciali_pMujeres";"fisioterapeutas_pMujeres";"terapeutas_pMujeres";"logopedas_pMujeres";"oSaniMedio_pMujeres";"gMedioSani_pMujeres";"gSuperiorSani_pMujeres";"tecSani_pMujeres";"restSani_pMujeres2";"due_colabTotal";"matronas_colabTotal";"oDueEspeciali_colabTotal";"fisioterapeutas_colabTotal";"terapeutas_colabTotal";"logopedas_colabTotal";"oSaniMedio_colabTotal";"gMedioSani_colabTotal";"gSuperiorSani_colabTotal";"tecSani_colabTotal";"restSani_colabTotal2";"due_colabMujeres";"matronas_colabMujeres";"oDueEspeciali_colabMujeres";"fisioterapeutas_colabMujeres";"terapeutas_colabMujeres";"logopedas_colabMujeres";"oSaniMedio_colabMujeres";"gMedioSani_colabMujeres";"gSuperiorSani_colabMujeres";"tecSani_colabMujeres";"restSani_colabMujeres2";"direccion_cTotal";"trabSocial_cTotal";"perOficio_cTotal";"administrativos_cTotal";"oNoSani_cTotal";"direccion_cMujeres";"trabSocial_cMujeres";"perOficio_cMujeres";"administrativos_cMujeres";"oNoSani_cMujeres";"direccion_pTotal";"trabSocial_pTotal";"perOficio_pTotal";"administrativos_pTotal";"oNoSani_pTotal";"direccion_pMujeres";"trabSocial_pMujeres";"perOficio_pMujeres";"administrativos_pMujeres";"oNoSani_pMujeres";"direccion_colabTotal";"trabSocial_colabTotal";"perOficio_colabTotal";"administrativos_colabTotal";"oNoSani_colabTotal";"direccion_colabMujeres";"trabSocial_colabMujeres";"perOficio_colabMujeres";"administrativos_colabMujeres";"oNoSani_colabMujeres"
2011;167,00;2;0;0;0;0;0;0;5;0;5;0;2;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2011;248,00;54;0;0;4;0;0;0;49;11;60;0;41;0;0;3;0;0;0;42;8;50;0;15;0;0;2;0;0;0;19;4;23;0;13;0;0;2;0;0;0;18;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;27;15;32;1;0;22;10;27;0;0;0;1;14;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2011;224,00;20;0;0;0;0;0;0;17;6;23;0;15;0;0;0;0;0;0;13;5;18;0;2;2;0;0;0;0;0;2;0;2;0;2;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;10;3;0;0;8;9;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2011;591,00;422;19;0;14;1;0;0;379;60;439;3;381;18;0;7;1;0;0;374;55;429;3;33;1;0;1;0;0;0;15;1;16;0;25;1;0;1;0;0;0;14;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;5;32;163;148;14;5;17;120;63;0;0;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2011;586,00;439;14;0;19;0;0;0;331;73;404;0;368;12;0;12;0;0;0;316;66;382;0;9;4;0;1;0;0;0;2;0;2;0;9;4;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;38;110;146;2;2;4;86;85;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2011;453,00;85;0;0;5;2;0;0;79;8;87;0;68;0;0;3;2;0;0;73;6;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;28;23;27;2;2;22;17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;145,00;1;0;0;0;0;0;0;6;0;6;0;1;0;0;0;0;0;0;6;0;6;0;8;0;0;1;0;0;0;0;1;1;0;7;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;1;0;18;2;0;1;0;10;2;0;0;0;0;0;0;0;0;0;0;0
2011;511,00;286;15;0;11;0;0;0;203;43;246;0;230;15;0;9;0;0;0;201;37;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;19;112;83;6;3;10;91;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;530,00;370;19;0;17;0;0;0;262;40;302;0;301;18;0;12;0;0;0;233;32;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;17;127;128;3;1;8;89;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;6,00;29;0;0;0;0;0;0;82;0;82;0;24;0;0;0;0;0;0;62;0;62;0;7;0;0;0;0;0;0;10;0;10;0;7;0;0;0;0;0;0;10;0;10;0;2;6;0;5;0;1;0;0;0;0;0;0;6;0;4;0;1;0;0;0;0;0;6;0;22;14;0;2;0;18;12;0;1;0;2;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2011;161,00;13;0;0;0;6;0;0;31;0;31;0;4;0;0;0;3;0;0;24;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;3;28;19;151;1;2;19;6;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;623,00;396;12;0;10;0;0;0;326;68;394;0;338;10;0;9;0;0;0;311;60;371;0;9;2;0;2;0;0;0;6;0;6;0;7;2;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2;0;115;112;12;2;0;102;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;489,00;5;0;0;1;0;0;0;8;0;8;1;4;0;0;1;0;0;0;6;0;6;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;8;5;2;3;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;875,00;65;0;0;9;0;1;0;74;26;100;0;56;0;0;8;0;0;0;73;15;88;0;8;0;0;2;0;0;0;13;3;16;0;8;0;0;2;0;0;0;10;1;11;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;11;0;4;62;33;6;0;0;44;21;1;0;0;20;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0
2011;908,00;6;0;0;3;1;1;0;8;0;8;0;4;0;0;3;1;1;0;7;0;7;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;12;9;4;1;0;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;940,00;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0;1;1;1;0;0;1;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2011;946,00;49;4;0;2;0;0;65;0;0;0;0;38;4;0;1;0;0;49;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;36;44;0;2;0;25;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;1023,00;301;14;13;18;0;1;0;260;29;289;0;228;13;11;11;0;1;0;184;23;207;0;12;7;0;0;0;0;0;3;1;4;0;10;7;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;91;53;2;2;0;63;41;9;1;0;27;5;2;1;0;21;5;0;0;0;0;0;0;0;0;0;0
2011;1054,00;225;12;0;6;0;0;0;120;43;163;0;195;1;0;3;0;0;0;106;38;144;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;0;63;45;16;1;0;56;14;1;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
2011;1057,00;70;0;0;4;0;0;0;62;8;70;0;50;0;0;1;0;0;0;60;5;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;44;21;28;1;2;13;17;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;1031,00;2;0;0;3;2;1;0;9;0;9;8;2;0;0;0;2;1;0;9;0;9;8;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;1;1;0;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2011;1032,00;255;16;2;15;0;1;0;162;32;194;43;202;15;1;11;0;1;0;146;25;171;5;7;2;0;0;0;0;0;1;1;2;0;5;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;25;94;1;2;0;15;62;8;0;0;13;6;2;0;0;8;6;0;0;0;0;0;0;0;0;0;0
2011;1064,00;29;1;0;1;0;0;0;23;0;23;0;23;1;0;0;0;0;0;23;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;11;2;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;226,00;40;0;1;0;0;0;0;44;10;54;0;29;0;0;0;0;0;0;41;6;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;8;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;10;0;9;28;11;4;0;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;687,00;239;15;0;6;0;0;1;172;52;224;0;197;14;0;2;0;0;0;159;39;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;39;17;169;6;1;28;7;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;745,00;1107;37;0;27;7;0;0;803;189;992;0;938;32;0;17;7;0;0;742;145;887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;59;306;521;9;10;0;239;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;109,00;27;1;0;0;0;0;10;39;0;39;0;20;1;0;0;0;0;7;36;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;0;1;0;1;0;0;0;0;0;9;3;0;1;0;1;0;0;0;0;0;2;0;3;37;12;0;0;2;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;808,00;324;22;0;17;0;0;0;296;94;390;0;263;17;0;13;0;0;0;272;78;350;0;13;1;0;1;0;0;0;10;0;10;0;9;0;0;1;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;2;0;107;93;20;1;0;80;65;0;0;0;0;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
2011;971,00;45;0;0;4;0;0;0;34;16;50;0;30;0;0;2;0;0;0;27;15;42;0;3;0;0;0;0;0;0;4;1;5;0;3;0;0;0;0;0;0;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;22;18;3;0;0;18;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;128,00;12;0;0;1;0;0;0;16;2;18;0;12;0;0;1;0;0;0;15;2;17;0;3;0;0;0;0;0;0;1;1;2;0;3;0;0;0;0;0;0;0;0;0;0;2;3;0;2;0;1;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;1;0;10;5;7;0;0;10;4;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2011;919,00;390;8;0;7;2;0;0;295;53;348;0;336;8;0;5;2;0;0;284;50;334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;7;50;113;205;10;6;16;81;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;725,00;844;29;2;24;2;1;0;639;141;780;0;686;25;2;17;2;1;0;629;111;740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6;309;247;373;13;6;226;187;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;3,00;12;0;0;0;0;0;1;34;0;34;12;12;0;0;0;0;0;1;30;0;30;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;15;4;0;0;0;12;4;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2011;386,00;5;0;0;1;1;0;0;11;1;12;0;5;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;2;2;1;1;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;306,00;18;0;0;0;2;0;0;46;133;179;5;13;0;0;0;2;0;0;42;90;132;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;146;15;12;8;4;84;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;15,00;2;0;0;2;0;0;0;6;2;8;0;2;0;0;2;0;0;0;6;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;3;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;264,00;44;0;0;0;0;0;0;47;0;47;0;37;0;0;0;0;0;0;41;0;41;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;26;21;1;0;0;21;7;0;0;0;7;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2011;867,00;9;0;0;0;0;0;0;11;0;11;0;7;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;8;3;2;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;910,00;228;6;3;7;0;0;0;233;47;280;0;178;3;0;4;0;0;0;220;40;260;0;41;0;0;2;0;0;0;0;0;0;0;38;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;79;100;121;1;2;37;74;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;1053,00;311;10;0;8;0;0;0;225;52;277;0;255;8;0;7;0;0;0;223;40;263;0;19;0;0;0;0;0;0;6;0;6;0;18;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;108;111;119;5;2;71;91;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
