"año";"NCODI";"pacienteTot_med";"sesionTot_med";"pacienteTot_psiquia";"sesionTot_psiquia";"pacienteTot_geria";"sesionTot_geria"
2012;870,00;224;2333;0;0;0;0
2012;927,00;53;159;0;0;0;0
2012;961,00;4251;7523;0;0;0;0
2012;962,00;1;10;0;0;0;0
2012;1079,00;0;0;0;0;0;0
2012;666,00;730;6539;0;0;0;0
2012;392,00;0;0;0;0;0;0
2012;790,00;1246;15364;491;23784;0;0
2012;650,00;4162;9387;0;0;0;0
2012;876,00;2198;5141;0;0;0;0
2012;944,00;0;0;0;0;0;0
2012;952,00;131;607;0;0;0;0
2012;54,00;0;0;30;11083;0;0
2012;367,00;63;306;0;0;0;0
2012;538,00;758;9709;198;2976;0;0
2012;557,00;2134;3127;0;0;0;0
2012;653,00;459;2402;0;0;0;0
2012;647,00;186;411;0;0;0;0
2012;978,00;3197;3888;2632;2860;0;0
2012;996,00;606;2423;0;0;0;0
2012;729,00;8085;32342;285;27702;0;0
2012;182,00;0;0;0;0;0;0
2012;633,00;0;0;0;0;0;0
2012;685,00;290;754;80;1800;0;0
2012;683,00;566;726;0;0;0;0
2012;945,00;0;0;0;0;0;0
2012;953,00;0;0;0;0;0;0
2012;1022,00;0;0;0;0;0;0
2012;1049,00;0;0;0;0;0;0
2012;794,00;660;35392;260;7879;0;0
2012;415,00;749;6719;0;0;0;0
2012;592,00;0;0;0;0;0;0
2012;497,00;0;0;0;0;0;0
2012;726,00;459;9436;201;9434;0;0
2012;999,00;0;0;0;0;0;0
2012;798,00;4530;28255;0;0;0;0
2012;504,00;86;577;230;6049;247;5260
2012;247,00;105;637;0;0;0;0
2012;216,00;13;133;0;0;0;0
2012;654,00;0;0;0;0;0;0
2012;65,00;0;0;20;6612;0;0
2012;472,00;109;936;0;0;30;2153
2012;427,00;0;0;0;0;19;2181
2012;491,00;13;160;0;0;0;0
2012;551,00;304;325;0;0;0;0
2012;106,00;0;0;0;0;0;0
2012;819,00;0;0;0;0;0;0
2012;836,00;0;0;0;0;0;0
2012;915,00;0;0;0;0;57;5661
2012;942,00;0;0;0;0;0;0
2012;748,00;11442;16243;8;162;0;0
2012;198,00;0;0;0;0;0;0
2012;871,00;849;3398;0;0;0;0
2012;948,00;0;0;0;0;0;0
2012;1051,00;0;0;0;0;0;0
2012;1083,00;0;0;0;0;0;0
2012;679,00;644;1789;275;2834;3786;4708
2012;176,00;48;305;0;0;0;0
2012;537,00;0;0;0;0;0;0
2012;608,00;410;1642;0;0;0;0
2012;596,00;618;734;0;0;0;0
2012;749,00;20976;36777;3333;13665;0;0
