"año";"NCODI";"biopsias_hosp";"biopsias_CEP";"necropsias_hosp";"angio_hosp";"angio_CEP";"densiometrias_hosp";"densiometrias_CEP";"gamma_hosp";"gamma_CEP";"mamo_hosp";"mamo_CEP";"pet_hosp";"pet_CEP";"resonancia_hosp";"resonancia_CEP";"rx_hosp";"rx_CEP";"spect_hosp";"spect_CEP";"tac_hosp";"tac_CEP";"Colonosopia";"Broncoscopia";"ERCP"
2013;889,00;19348;0;43;2815;0;3342;0;0;0;4517;0;1339;0;5108;0;135807;103719;5043;0;25261;0;3791;629;214
2013;984,00;1250;0;0;0;0;398;0;0;0;1309;0;0;0;3326;0;25485;0;0;0;2976;0;682;167;0
2013;34,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;791,00;6148;0;0;170;0;2101;0;0;0;1458;0;0;0;7778;0;61470;0;0;0;9185;0;1067;0;127
2013;181,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0
2013;430,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8598;0;0;0;0;0;0;0;0
2013;715,00;15141;0;3;86;0;0;0;2990;0;4726;0;0;0;17821;0;121083;0;0;0;27677;0;2973;303;65
2013;521,00;148;0;2;0;0;0;0;6;0;22;0;0;0;1416;0;23343;0;0;0;475;0;80;16;0
2013;524,00;0;0;0;47;0;0;0;653;0;3426;0;0;0;4176;0;11491;0;0;0;2626;0;283;92;40
2013;432,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4605;0;0;0;0;0;35;0;0
2013;19,00;120;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;25,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;26,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;890,00;22451;0;35;969;0;0;0;0;0;4879;0;0;0;5955;0;95940;34512;0;0;19384;0;4528;307;239
2013;904,00;0;0;0;0;0;0;0;0;0;1906;0;0;0;1087;0;47827;0;0;0;6009;0;776;0;0
2013;957,00;30255;0;102;283;0;2693;0;0;0;9767;0;3531;0;22169;0;228605;50627;11507;0;41060;0;3458;1225;267
2013;939,00;19329;0;29;445;0;7368;0;10170;0;5844;148;0;0;8231;0;167927;5706;1725;0;21324;0;6849;595;481
2013;236,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;735,00;17722;0;13;4184;0;8435;0;6282;0;8657;1669;1656;0;7194;0;119589;74308;1117;0;31674;0;4021;879;362
2013;146,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1528;0;0;0;0;0;0;0;0
2013;363,00;2324;0;0;0;0;0;0;0;0;0;0;0;0;1439;0;7906;0;0;0;480;0;1762;0;0
2013;187,00;1321;0;0;0;0;0;0;0;0;685;0;0;0;6498;0;15256;0;0;0;1496;0;605;5;14
2013;265,00;0;0;0;0;0;0;0;0;0;2076;0;0;0;1264;0;18935;0;0;0;1183;0;1122;0;0
2013;295,00;681;0;0;0;0;669;0;0;0;1249;0;0;0;5401;0;23368;0;0;0;2180;0;826;12;0
2013;496,00;2736;0;0;767;0;1194;0;0;0;1525;0;0;0;9659;0;59253;0;0;0;9757;0;717;39;0
2013;77,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;391,00;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2457;0;0;0;375;0;97;0;0
2013;240,00;1468;0;0;0;0;326;0;0;0;992;0;0;0;6330;0;42142;0;0;0;3322;0;430;5;0
2013;448,00;0;0;0;0;0;0;0;0;0;752;0;0;0;0;0;2598;0;0;0;1045;0;289;0;0
2013;151,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0
2013;425,00;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;4773;0;0;0;546;0;112;0;0
2013;300,00;0;0;0;0;0;0;0;0;0;676;0;0;0;0;0;8569;0;0;0;1215;0;184;0;0
2013;339,00;4468;0;0;1558;0;508;0;1100;0;1865;0;0;0;8927;0;24520;0;0;0;3982;0;1014;71;0
2013;826,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;874,00;5546;0;3;0;0;0;0;0;0;661;0;0;0;0;0;28818;11168;0;0;4006;0;1157;103;0
2013;905,00;36027;0;89;2709;0;5262;0;5065;0;3707;3236;0;0;14545;0;144503;63583;954;0;45599;0;4889;1252;437
2013;736,00;33283;0;148;2106;0;0;0;0;0;8034;0;2530;0;15725;0;200641;0;55;0;28446;0;4656;1023;354
2013;459,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10050;0;0;0;0;0;0;0;0
2013;320,00;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4831;0;0;0;0;0;0;0;0
2013;45,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;292,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;618,00;4498;0;0;0;0;0;0;0;0;2193;0;0;0;0;0;52943;3930;0;0;3931;0;1331;139;0
2013;463,00;8788;0;10;0;0;0;0;0;0;4289;0;0;0;4868;0;76433;17881;0;0;9085;0;2490;143;67
2013;891,00;3612;0;3;0;0;0;0;0;0;0;0;0;0;141;0;16782;0;0;0;682;0;744;63;0
2013;958,00;15095;0;3;0;0;559;0;0;0;3616;0;0;0;6286;0;72311;0;0;0;19279;0;2185;234;89
2013;244,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;0;0
2013;28,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;444,00;5157;0;0;0;0;0;0;0;0;356;0;0;0;0;0;11665;0;0;0;89;0;2754;0;0
2013;479,00;615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2644;0;0;0;0;0;528;0;0
2013;285,00;0;0;0;0;0;0;0;0;0;3330;0;0;0;6471;0;31710;0;0;0;5100;0;1057;79;0
2013;253,00;9236;0;2;138;0;3132;0;0;0;7412;0;0;0;14004;0;70214;0;0;0;9234;0;2674;61;0
2013;481,00;1481;0;0;0;0;1416;0;0;0;1886;0;0;0;4572;0;17084;0;0;0;2831;0;900;21;3
2013;540,00;8662;0;0;82;0;0;0;0;0;2112;0;193;0;6147;0;29623;0;0;0;5073;0;0;0;0
2013;332,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;41,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;510,00;1515;0;0;0;0;460;0;0;0;955;0;0;0;2770;0;25239;0;0;0;1203;0;502;1;0
2013;305,00;0;0;0;0;0;0;0;0;0;899;0;0;0;0;0;12231;0;0;0;0;0;0;0;0
2013;708,00;4854;0;0;0;0;0;0;0;0;6639;0;0;0;0;0;101235;0;0;0;10105;0;1551;106;83
2013;755,00;31712;0;163;2579;0;9152;0;7688;0;9859;0;5541;0;34532;0;361887;97057;5277;0;59834;0;5639;1353;510
2013;750,00;18857;1757;66;0;0;3341;0;6341;0;8379;3926;0;0;7696;0;246618;80692;0;0;42021;0;4028;182;46
2013;696,00;12447;0;23;232;0;0;0;0;0;13914;0;0;0;10034;0;195533;78532;0;0;35921;0;4474;439;258
2013;434,00;0;0;0;0;0;0;0;0;0;3387;0;0;0;0;0;28150;0;0;0;2420;0;619;18;0
2013;421,00;0;0;0;0;0;0;0;0;0;0;0;0;0;4688;0;20639;0;0;0;1733;0;0;0;0
2013;827,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;933,00;12123;0;0;0;0;0;0;0;0;6182;0;0;0;4622;0;146361;0;0;0;11665;0;3256;390;143
2013;1030,00;8417;0;4;0;0;1070;0;0;0;2549;0;0;0;5070;0;22815;0;0;0;2665;0;700;15;0
2013;1003,00;6111;0;0;0;0;0;0;0;0;3145;0;0;0;0;0;17491;0;0;0;1480;0;578;23;0
2013;1050,00;0;0;0;11;0;0;0;0;0;1602;0;0;0;0;0;7330;0;0;0;788;0;279;5;0
2013;1043,00;3993;0;1;0;0;1021;0;0;0;5253;0;0;0;3982;0;22090;0;0;0;2322;0;561;4;4
2013;934,00;9663;0;2;0;0;2171;0;0;0;5819;0;0;0;4197;0;53685;0;0;0;8202;0;1746;78;81
